name	replicate	time	YBL103C	YKL112W	YDR216W	YMR280C	YER040W	YGR142W	YNL036W	YML123C	YHR136C	YDR171W	YCR021C	YGR043C	YHR018C	YAL054C	YFL014W	YOR348C	YDL170W	YBR054W	YCR010C	YDR384C	YER150W	YPL061W	YKR075C	YLR009W	YPL111W	YOR388C	YJL172W	YPL012W	YOR100C	YMR169C	YNR046W	YJR110W	YMR193W	YGL254W	YLR174W	YER002W	YDL018C	YIL136W	YGR183C	YER158C	YJR148W	YNR064C	YGR067C	YPL265W	YKR056W	YCL064C	YJL063C	YDL160C	YIL037C	YLR327C	YDL091C	YHR051W	YHL028W	YMR229C	YOR206W	YJR094C	YIL155C	YJL088W	YLL011W	YNR028W	YDR043C	YDR258C	YKL071W	YNL194C	YLR276C	YLR438W	YNL037C	YKR009C	YKL015W	YGL009C	YPR002W	YDR361C	YLL033W	YOR302W	YNL270C	YFR022W	YAL062W	YDR523C	YPL036W	YJL217W	YOR056C	YBL042C	YLR130C	YLR267W	YHR029C	YOL014W	YNR053C	YLR258W	YDR380W	YLL034C	YDL110C	YER067W	YLR178C	YGL229C	YOR032C	YHR216W	YJL153C	YKL040C	YHR087W	YKL062W
X20_3_c.10	70	10	9.352978182	10.82157653	8.344434396	7.203452329	9.106219082	12.03995673	13.53803712	13.8075937	12.12009918	13.3405554	7.977130165	8.042221488	11.79678649	9.498503741	10.57924286	12.40499421	9.090194102	9.017142552	7.459548792	12.30570889	10.29957045	14.38250995	10.18061776	11.26417205	14.37158124	5.574173522	12.30311233	11.23700959	6.059409123	7.515944991	11.64476366	9.999929503	9.728058571	8.885789761	6.493963137	10.9322542	11.41324805	10.53440892	12.24157945	10.60593691	13.38778344	6.290384055	5.910814377	13.75255232	9.352561695	12.41153824	10.98985127	11.97102911	8.853313658	11.85869194	9.051590215	12.43690994	10.4684441	12.2233673	10.67870752	5.788281584	11.4350098	6.567353852	9.254273538	10.30432152	10.17088517	11.68116449	6.31679301	6.848024224	10.87147153	13.79932965	12.79459547	9.966161156	9.139087932	11.79989237	9.753322374	11.26961601	7.89186723	9.301492829	6.300609955	8.162694425	8.755209473	6.540745888	8.296177045	12.71932045	10.14260213	10.85378114	10.17363628	9.367748433	10.90710341	9.376992968	10.02160428	12.59892449	10.04019638	10.39450525	11.33371677	12.51133825	11.24813258	9.375550641	6.946305022	10.82449268	7.698390778	10.91453864	12.23442564	10.70997625
X20_3_c.20	70	20	9.605995141	10.49061805	8.48858252	7.758968105	9.574661272	10.8023106	13.64298427	11.06615408	9.277669815	12.97994794	7.061290012	9.147988608	13.10571295	10.22105729	12.34810969	12.93812832	9.619188117	9.466083635	7.430863022	11.25585578	10.19971768	14.25292322	9.856499316	8.582215675	14.46393313	5.287375528	13.63729447	8.018233821	7.081376957	7.898713736	10.73351668	10.31359319	10.25785511	9.238600317	6.19121677	9.998980042	11.53610458	11.31564594	13.18047449	10.56440982	13.9946543	6.749173037	6.409828646	13.7083346	8.147781367	13.6569391	11.26521344	11.96495601	8.980769209	12.1452657	9.690016073	12.8556021	10.30799986	10.30167898	7.646655837	5.579759635	11.43025474	8.463930829	8.733038552	10.32091398	10.02376028	11.85499476	6.254193049	7.445595388	8.284601599	14.07947734	13.17041035	10.23809156	9.158963302	11.76342398	10.88704785	10.32287052	7.800538561	9.983705572	6.156734095	8.308452898	10.49768205	6.175791806	8.101512788	13.0158137	8.819829141	10.52369038	9.787677126	10.09743362	11.53288261	8.801389311	8.592221835	13.14243355	11.98208717	7.998623914	11.6435841	12.30457148	12.35977221	9.50817653	6.763254241	11.49232403	7.619848399	10.83018654	12.75653721	10.92209652
X20_3_c.30	70	30	9.814588269	10.26864662	8.071379045	7.663596635	9.834105151	9.955583077	13.66768084	11.17443106	9.086154091	12.53596919	6.820992894	9.840431057	13.79274725	10.37726063	12.96794966	12.40999668	10.23139657	8.919757924	7.27510774	10.98427583	10.18791422	14.15841473	9.754138875	8.911263067	14.61672892	5.396967304	14.09112067	7.768726509	7.693484438	8.216968131	10.49253084	10.17022261	10.34753424	9.491313601	6.262204907	9.96238056	11.57114494	11.40140195	13.07187649	10.7354335	14.21115115	7.100898085	6.726077845	13.73826049	8.520418555	13.86345508	11.3840512	11.87615235	9.25295458	11.835792	9.807313892	12.8069565	10.37324122	8.497055643	8.012023567	5.709149227	11.51995092	8.316286938	8.689669775	10.05573121	10.21232649	11.80382341	6.429883046	7.641426256	8.678885272	14.18247513	13.37663474	10.36404026	9.050887446	11.65247291	11.62264034	9.995458441	8.014272004	11.25696989	6.377086148	8.543876704	11.26138899	6.064010261	8.237691681	13.38519009	8.820334136	10.30335737	10.25128891	10.02857377	12.23873867	8.687561123	8.673405959	13.23731627	12.71833237	8.279875184	11.41062579	12.42397201	12.87850322	9.757262107	6.947723969	11.46700352	7.806796119	10.87939457	12.59048932	11.10545284
X20_3_c.40	70	40	10.07883995	10.08688732	7.94589358	7.891389113	10.39744291	9.54911478	13.87620833	11.7937938	9.217873243	12.41893518	6.664892957	10.20845729	14.17421822	10.3167979	13.31404864	11.80172616	10.60980548	8.749208345	6.857817232	10.86648377	10.25182533	14.09539049	9.441467083	8.83786274	14.65856577	5.117025585	14.27929433	7.94498121	8.247095411	8.245277408	10.47499401	10.37059942	10.25372741	9.432484321	6.351412812	9.696823199	11.54234401	11.64043051	12.91992029	10.89506503	14.32873846	7.187763199	6.717989942	13.7284719	8.574800175	13.84930822	11.2026729	11.83178023	9.665114985	11.82910246	9.899080003	12.9201678	10.46007972	8.1765426	7.977087391	5.515742509	11.58350517	8.672482648	8.452669208	9.851901659	10.53484743	12.21294808	6.187065473	8.112966089	9.05226619	14.20066123	13.34970005	10.54528582	9.125183863	11.53225365	11.757725	9.831322042	8.004279199	12.45329684	6.151773231	8.620164449	11.72589073	5.909055316	8.335396605	13.58856243	8.68936203	10.35792175	10.60544607	10.27235066	12.66613958	8.674575286	8.642860454	13.43414694	12.96263109	7.981201698	11.41603311	12.54117141	13.15626504	9.730187846	7.203278301	11.27959027	7.54086661	10.92524936	12.69280995	11.50152427
X20_3_c.50	70	50	10.39798306	9.987911098	7.730826046	7.444605848	10.7464594	9.678135267	13.978472	12.954638	9.837758369	12.08656818	6.353025999	10.65767188	14.31440995	10.31170312	13.53884234	11.29132713	11.09389287	8.938401836	6.51662254	10.92612129	10.34944526	14.09528101	9.26298043	8.765481317	14.61494061	5.449135637	14.40612224	8.340540771	8.751273478	8.300622246	10.52410216	10.58472674	9.739694283	9.440019853	6.647081117	9.64792456	11.42425845	11.61929137	13.25774593	10.7796564	14.38140919	7.333603644	6.983550857	13.68214954	8.937719896	13.88323889	10.81631414	11.73979005	10.06633594	11.66503845	9.929915535	13.14767952	10.33087871	8.512567142	8.379266259	5.629911425	11.42753839	9.306624092	8.438700497	9.607330209	10.81931198	12.41199073	6.578250274	7.571095634	9.447191744	14.01014759	13.0644568	10.56100593	9.057356236	11.5357678	11.80237027	9.8442719	8.173382182	13.15358586	6.579255794	8.738194121	12.03634064	6.014347494	9.030110379	13.90223344	8.854126083	10.60167994	10.93620924	10.63670046	13.00945532	8.582399034	8.875565487	13.34795112	13.06853664	8.285503576	11.09927518	11.99415405	13.16219216	9.683432186	7.166844177	11.23133621	7.350350875	11.07497741	12.56513494	11.60999031
X20_2_d.0	71	0	9.611334876	11.04734629	9.14496738	5.372650575	9.186438434	11.47734391	12.54639797	14.2134475	12.81050655	10.69635124	7.812613803	7.103150325	11.45881772	9.172425837	9.236226694	8.206784373	9.189483342	7.598235378	7.324263927	12.20394351	8.16377284	13.94736998	10.12809969	12.78342346	13.22610406	5.644124303	11.95959116	12.58061461	5.889813771	7.51442167	12.28536316	9.575344071	10.09498201	9.445670263	6.555160536	11.99395056	10.66964574	8.905216923	11.97229133	9.437050666	12.43736268	6.668988569	6.026755542	12.51020502	11.43261489	12.96075803	10.9822234	11.25393521	5.601008337	8.75011351	8.441476581	12.27667847	6.968457726	12.91274795	11.98415195	5.895488265	10.35860876	6.873435756	11.66412028	10.03506086	8.975092128	10.15179558	6.4747519	5.752669135	12.32106276	13.15522427	11.74621435	9.656798438	9.444909494	13.71599198	9.454790231	12.05613653	8.661054625	9.55242774	5.94919105	7.782602719	7.540628862	7.965277806	8.79869738	12.09427313	11.52752237	12.02636001	11.17858098	6.307185388	10.67981197	10.41098339	13.20710089	9.555003333	10.47945121	11.75118828	10.03481315	9.888779447	9.456943707	8.473914292	6.956029444	10.5449953	8.050635539	10.98839031	8.590681056	9.573626704
X20_2_d.10	71	10	9.591600414	10.86431027	10.39230537	6.9659669	9.425404257	11.68295405	13.14711114	13.85831903	12.38436573	13.11952662	7.95441928	7.182806958	11.8019995	9.223502196	10.93423539	13.24245116	9.373681201	8.211651644	7.361818667	11.74496087	8.551203452	14.13700973	11.16875778	11.61702073	14.38580843	5.649082819	12.66830309	11.78370313	6.878609366	7.77990256	11.77975767	10.16367458	10.01917238	9.203260468	6.358790512	11.0324462	10.98791758	10.17278917	12.54920038	9.746752149	13.36970327	6.524520796	5.417390758	13.97123796	9.959774648	13.42178787	11.08087502	11.340109	5.672658615	10.93635519	9.106916277	12.60347195	8.802520129	12.48458647	11.09344426	5.734027592	11.74096809	6.119071117	9.164434011	10.21973427	10.0863329	11.54132065	6.298187747	6.396653148	11.32928195	13.62069027	12.08812217	10.1284137	9.580695672	13.73698227	9.771943097	11.47589412	7.873569783	8.818857569	5.858859801	7.863131441	8.45967704	7.280884428	8.249121686	12.20192908	10.25178028	10.88296982	10.36672983	8.197709401	11.06854542	9.51585342	10.38059135	11.92989734	11.34606896	10.52792844	11.48858026	12.47897084	10.53697116	9.305767921	6.900217725	10.59911156	8.055596352	11.06278898	11.70712608	11.12736636
X20_2_d.20	71	20	10.15781608	10.51740654	9.985635789	7.238506679	10.38399529	9.214516848	13.47980488	12.20762365	10.1456464	12.34133068	7.370549722	7.999990972	13.85466724	9.969217671	11.99992959	13.4211274	10.4802677	8.627586442	7.198254159	10.00416209	8.511371356	14.0061111	8.811918303	7.731245267	14.56161414	5.763388784	14.02469086	8.494486756	8.135227237	7.892622359	10.4553712	10.53245501	10.28893817	9.466959534	6.137313709	9.797345676	11.52184345	10.75828785	13.06039972	9.65995764	13.93508088	6.721842057	5.842034323	13.98057823	7.40697664	13.81303454	11.39472684	11.30992158	5.593780125	9.749460168	9.768317823	12.96831374	8.94623898	11.04771283	7.336646012	5.706754655	11.38172442	9.048473103	8.407055302	10.14084479	9.838897745	11.82682622	6.453393658	6.609127623	8.429767933	13.98808592	12.7279793	10.53594738	9.741232994	13.74996497	11.02331021	10.44751083	8.02605441	11.03832911	5.725996377	7.879656479	10.38587316	6.527586844	8.11576179	12.59853408	8.782214873	9.861638415	9.39106101	9.140643603	12.54103261	9.087806456	8.549716382	12.47791548	12.82446136	7.806689899	11.98729714	11.18425	11.64819173	9.514494583	6.648663759	10.85324365	7.705876319	11.28529354	11.76433935	10.86064661
X20_2_d.30	71	30	10.30377515	10.20141028	8.575403053	7.114383548	10.74081742	7.77298208	13.55051104	12.68262967	10.31742405	12.02585612	6.971578051	8.859432755	14.24421756	10.20025085	12.41506073	13.47061364	10.86013695	8.141300322	6.979017629	9.40095278	8.303931975	13.46927042	8.572067871	6.963399072	14.61903545	5.336589679	14.41858542	7.202561471	9.268589062	8.233490687	10.19986803	10.57650611	10.37738304	9.587664695	6.268886007	9.489796129	11.62004607	11.02578979	13.04807519	10.01490277	14.16446573	7.20800836	6.400060044	14.02737867	7.48281288	13.872116	11.42704744	11.29216698	6.300505388	8.92360358	9.988081174	12.99391104	9.279647495	8.904710278	6.761381878	5.899886298	11.39577696	9.59067559	7.970402235	9.93558457	10.30314511	12.01602033	6.612247303	7.127039049	7.920434726	14.19519981	13.02945964	10.92819342	9.443404481	13.50124062	11.79271626	9.845338304	8.170375471	11.94210396	5.949900033	7.954169057	11.1195917	6.159825625	8.441564022	13.00823843	8.619303526	9.623192983	10.09488282	8.614673607	13.41974395	9.2991579	8.002295756	12.7907329	13.33370743	7.524338269	11.93737878	11.48023178	12.36993351	9.547963861	7.006880225	10.78919607	7.799092031	11.38643173	11.67944086	11.24624111
X20_2_d.40	71	40	10.65538	9.790371092	8.322791112	7.3721034	11.18119083	7.193357689	13.73717119	13.14461906	10.47405018	11.66036323	6.727293373	9.676945515	14.44864902	10.31306179	12.73595519	13.56777715	11.34174461	7.695054692	6.591411049	9.175733456	8.067704046	12.67200279	8.512821036	6.632750572	14.69042012	5.566366482	14.5513581	7.192385679	10.06140101	8.407007538	9.801812347	10.85797885	9.940839876	9.515149057	6.179755975	9.223151754	11.67344964	11.20940228	12.80326057	10.43140345	14.27559222	7.506179137	6.784808095	13.98557207	7.418452079	14.02042353	10.97965911	11.37450867	6.815057126	7.830496407	10.10480651	13.13575943	9.27415142	8.479042146	6.62198334	5.836028918	11.59781166	10.60166206	7.957212917	9.844019756	11.17927204	12.18379522	6.634886936	7.420533015	8.603941401	14.2447647	12.93759475	11.21743674	8.961344716	13.19879037	12.04706122	9.343206764	8.426427325	12.78725312	6.145451846	8.084798572	11.7720741	5.999973166	8.661550461	13.26888036	8.677697536	9.985265383	10.73339002	8.477881879	13.76076491	9.674170768	7.730933683	13.0185463	13.54973253	7.406343723	11.84249469	11.09482201	12.6382541	9.35287616	7.69071078	10.7131815	7.94368711	11.62785892	11.78107923	11.76666406
X20_2_d.50	71	50	10.76504213	9.659551686	8.514206591	7.416407127	11.45344901	6.72399038	13.88013488	13.22299411	10.47873959	11.35565612	6.488340796	10.32610718	14.56344869	10.27043987	12.84567339	13.59302144	11.77019491	7.723363745	6.510273587	9.282645142	7.785026613	11.62973382	8.625192125	6.272162159	14.73372962	5.795067374	14.63326362	7.056885242	10.63597169	8.68081971	9.410023111	11.06890178	9.773345209	9.512596039	6.360715522	9.07276359	11.67698356	11.18445295	12.90317459	10.64775897	14.31006203	7.904289427	7.025124266	13.7961569	7.89481707	14.02777633	10.38127419	11.5857105	7.079834996	6.890890718	10.29649074	13.14435253	9.033441459	8.52840495	6.63699725	5.995150224	11.72182742	11.14464668	8.136668691	9.694214001	11.93608245	12.01991777	6.971117004	7.351533432	9.005624057	14.221559	12.55438618	11.47358294	8.873031534	12.80526226	12.03275687	8.912425916	8.587528632	13.29161498	6.236236838	7.913111451	12.09549323	5.625001318	9.084091972	13.39895495	8.72059281	10.52126163	11.24083131	8.265531398	13.88502909	9.97698069	7.564017029	12.93765487	13.8399432	7.542572241	11.64649143	9.939670149	12.56287784	9.059850502	8.186825109	10.60601474	8.201477807	11.78026729	11.55104853	12.08982595
X22_1_d.0	72	0	9.410927869	11.17867324	8.074290446	5.558828521	8.884711429	11.0980287	12.24552631	14.20190342	13.19408159	10.69267152	7.916063957	7.053915017	11.10270101	8.991400241	8.166305247	7.281419115	8.678134686	8.092501027	7.243785542	12.35928628	9.175300039	13.94890983	10.02862634	12.58207733	12.80894539	6.074006919	11.32449512	12.31999652	5.616924868	7.05693898	12.42491609	9.724324935	9.608555355	9.051553952	6.396468746	11.79920009	11.08705655	8.670674727	11.85832336	9.777506957	12.65623829	6.576238566	5.414073309	12.48175834	11.01797619	12.90507642	10.49173713	11.7070458	5.746389463	9.123525481	8.537000677	11.84732869	7.782424743	12.73582069	11.8804171	5.933462189	9.883953902	9.406254299	11.36567788	10.5724712	9.137201682	9.358930219	6.543223733	5.786371978	12.05428842	12.17386345	11.91072225	9.39401343	9.645052319	12.65566917	8.314669656	11.94648293	8.423909025	9.95496042	6.674646416	7.830599858	6.589106126	7.95294324	8.584423263	12.48533324	11.45775082	11.71729171	11.03813041	7.38390131	11.18271581	10.46030511	12.93906261	9.125368772	6.460650286	11.68870626	10.24586041	9.858452537	9.234832247	8.151611967	7.169074611	11.89286866	7.857019012	10.96015457	8.526149264	7.59531565
X22_1_d.10	72	10	9.529020484	11.05767456	7.621847677	6.801722301	9.268298807	11.57163633	12.90195187	14.00607372	12.99324902	13.00806544	8.24947389	7.22387855	11.27458256	9.425671128	8.161403113	12.06242108	9.261233832	8.936636006	7.432134596	11.98242376	9.168759179	14.161573	10.16484699	11.24990647	13.87301228	5.843081751	11.66938468	11.4451163	6.213078365	7.218901626	11.69362486	10.31120393	9.625335285	8.898921847	6.164946363	10.86590969	11.39069238	9.538596873	12.38632087	10.30055746	13.61598098	6.462894555	5.60171351	13.71528661	9.196096566	13.32584669	10.58105034	11.67922119	5.454860355	10.45921095	9.241620588	12.31200321	9.552630434	12.36126658	10.89232547	6.0493433	10.77181402	8.745475248	8.971952621	10.63214842	9.828800099	11.00589035	6.678638828	5.910677515	10.96771196	12.82068697	12.06656715	9.702991524	9.588488293	12.55949806	8.994156699	11.43592586	7.945349285	9.017175935	6.299232324	7.919220098	7.205587984	7.061406046	8.029065082	12.67868509	10.44297066	10.39014302	10.42269631	9.836087716	11.17515033	9.908678509	10.18282577	10.70314031	7.588495801	10.73141942	11.7011301	11.53697512	9.605757191	9.133285804	7.165892762	12.03259186	7.788322562	11.31398568	10.59063532	8.62043124
X22_1_d.20	72	20	9.974339882	10.70951105	6.457647528	6.793378383	10.13816821	9.491751787	13.11607369	13.52319586	12.03977746	12.15520185	7.652089155	7.577114884	13.36857063	9.801695675	8.167598655	12.06029828	10.11563457	9.677486561	7.206798025	10.94793753	9.169343154	14.10241203	9.402106267	8.912684146	14.03966301	5.870102398	12.72833756	9.265561523	6.767255131	7.19687598	10.88794791	10.45474971	10.04309618	9.474866539	5.831229699	10.12233858	11.83036866	9.659836899	12.9051688	10.0953584	14.12261624	6.949245965	5.613418156	13.70777156	8.899245708	13.7113097	10.97158819	11.72190873	5.914588746	9.980108515	9.589335501	12.59268135	9.397756092	10.71113392	8.41162298	5.802388289	10.34628008	9.975568493	8.921520074	10.31281749	9.539025726	10.88391136	6.588810847	6.165254346	8.9000439	13.38626025	12.60488724	10.11017543	9.748790122	12.21247049	10.24162441	10.72116448	8.245082405	10.42365541	6.007602885	7.8359316	7.58451889	6.821698044	7.878266842	13.08893236	9.331556607	9.33449793	9.939840258	10.39924083	12.05924313	9.834562507	9.209255316	11.12067292	10.25376799	8.620452017	11.73214656	10.52828601	10.39890923	9.222493403	7.161854216	12.16094143	7.767986256	11.62521872	10.80802587	8.890274971
X22_1_d.30	72	30	10.08092906	10.54077831	6.23813967	6.707412319	10.21820791	8.448871893	13.02276964	13.59882987	11.5886973	11.46458163	7.390509079	8.002905509	13.86270206	9.739481287	7.952027707	11.70189045	10.58256944	9.561620872	6.992450569	10.43556885	9.082474304	13.79425359	9.413493743	9.162865034	14.17472591	6.123988572	13.29441954	9.285780888	7.802673506	7.392009317	10.88935845	10.39773287	10.07200967	9.656039002	5.933785727	10.1113666	11.68286919	9.840129943	12.54608789	10.08420463	14.32757348	7.115620915	5.909493548	13.72927914	9.028433221	13.82013989	11.14622159	11.6642612	5.97025125	9.196592048	9.758138939	12.55342435	9.250720117	9.248006204	8.747359681	5.728899912	10.26802969	9.781802066	8.7343369	10.05121765	9.703839404	10.74381741	6.464150142	6.45133412	9.135627883	13.37887005	12.89636883	10.28027324	9.669549996	11.95253736	11.02034149	10.42757951	8.112152431	11.26142256	5.864948077	8.121094858	7.983753197	6.760534416	7.887286412	13.35695304	9.211075234	9.338275609	10.51173368	10.03109051	12.82592568	9.646210557	9.169026118	11.04286253	11.46989298	8.709603449	11.59598642	10.35551644	10.75958044	9.161037186	7.357726499	12.22387311	7.948263321	11.61405112	10.19533161	9.292429118
X22_1_d.40	72	40	10.20638201	10.36395293	6.064009591	6.615770183	10.59517212	8.02390614	13.04339143	13.60586415	11.35157569	11.11903452	7.155657937	8.140081929	14.11045121	9.770070265	7.850409112	11.3987738	10.76762959	9.323411291	6.822215512	10.1787564	9.165062058	13.66860834	9.487328195	9.106831433	14.38711827	5.85205123	13.71937886	9.395718292	8.698984859	7.556955654	10.7862586	10.64764962	9.998636964	9.545580888	6.25468514	9.996074242	11.87679646	9.89905426	12.87987212	10.150484	14.4175592	7.012182532	6.006686785	13.76940217	9.006796254	13.86758151	11.02735583	11.69516584	6.329481583	9.40913363	9.770678848	12.7492031	9.257975128	8.975906047	8.693006288	5.589876433	10.18870892	10.01824886	8.562219868	9.8186831	10.08407754	10.98065836	6.486797965	6.387378193	9.29865756	13.3251653	12.87365545	10.34190468	9.798503897	11.83794949	11.24291374	10.29136582	8.162264458	12.09461241	5.954111831	8.21051935	8.330765946	6.598015367	7.902320111	13.60350401	9.016132685	9.521152917	10.73421593	9.912309737	13.25187823	9.530173805	8.978559623	11.28740889	11.92336921	8.528109212	11.63250752	10.61829766	11.05184834	9.536279108	7.534997642	12.17265979	8.012429706	11.74409254	9.950834241	9.930495713
X22_1_d.50	72	50	10.35733266	10.30104208	6.185971067	6.689151503	10.83474433	7.770727587	13.17642137	13.76867295	11.36613517	10.76904093	7.093110055	8.52021316	14.20425428	9.770075592	7.793776345	11.28938671	11.14442866	9.384956696	6.976948418	10.35995574	9.321817577	13.60414198	9.820019902	9.321906281	14.46205103	5.817233542	14.02470447	9.540860799	9.460926707	7.484359487	10.78492613	10.70733167	9.842657688	9.514738859	6.560950082	9.971597485	11.83696741	10.0116744	12.9212154	10.29321729	14.44303239	7.335634233	6.011525293	13.73943368	9.14010162	13.82256118	10.96430622	11.58139948	6.211106548	9.566885912	9.801547333	12.76848002	9.266270861	9.0647885	8.823838454	5.762512186	10.41803253	10.35885042	8.538376269	9.738795819	10.19545161	11.11124712	6.664721826	6.428996199	9.556201233	13.2666751	12.82891936	10.32201239	9.670388462	11.73063379	11.40196418	10.30313556	8.184494674	12.65184238	6.121838106	8.326246436	8.676273436	6.715425153	8.167223289	13.90025734	9.043094875	9.990213666	11.08405865	10.24950968	13.60963937	9.413091572	9.221666991	11.6103337	12.20912551	8.573124389	11.51013348	10.65043223	11.4094984	9.557201545	7.881551566	11.90254257	8.215579801	11.70006904	9.94052938	10.53842261
X1_1_d.0	73	0	9.479840219	11.34374207	8.587066104	5.872584513	9.120333333	10.53163822	12.29151592	13.25375453	9.452623362	10.97120749	7.67320774	7.461781328	11.11423027	9.371913977	11.99355771	8.26271522	8.695836099	8.249526998	7.191428422	12.42663659	9.064822984	14.07215346	10.2695628	12.69591763	13.41726213	6.309864949	12.02173186	12.14940446	5.446674977	7.725260623	12.16261336	9.912759198	10.35501733	9.190343373	6.567269586	11.89062916	11.44700534	9.445634591	12.4166985	9.540441542	12.23618886	6.32340148	5.483356102	12.09314464	11.06409416	10.62348632	10.79935509	11.17004616	5.830997764	10.6903166	8.592644442	12.44040923	8.03761961	12.77132033	11.89642452	7.152648556	10.451875	7.111666357	11.58317033	10.48997171	9.611773827	10.40933779	6.145081186	6.058014289	12.19878163	13.30723285	11.97139699	9.637212415	9.396341267	13.45166741	9.175115051	11.97797958	8.989809661	9.470567519	5.952792006	7.538228342	6.224461634	7.979599038	8.615868664	11.45034555	11.32593189	11.33654026	11.01008004	5.877860899	10.51004159	12.44795894	12.98491722	10.24441778	11.16557562	11.58165524	10.52176976	10.98566273	10.34749656	8.081823435	8.520329051	11.44348586	8.03135663	11.32326068	10.31506905	9.828890816
X1_1_d.10	73	10	9.4753602	11.17003462	9.749738939	7.194503188	9.484579007	10.78620271	12.91278244	12.54833833	8.615927774	13.3909572	7.910891868	7.648814029	11.43099023	9.456309279	13.48150722	12.88937645	9.261500647	9.156279923	7.473589239	12.06356867	10.01827779	14.20514901	10.56290079	11.28538617	14.34505327	5.956398421	12.51603436	11.45652096	5.994009394	8.341218894	11.32684977	10.30987365	10.15234433	8.993330636	6.707454988	10.64739926	11.61354906	11.64671568	12.56500747	10.26843764	13.35867022	6.359737226	5.495422321	13.95637395	9.188521518	12.19213928	10.99014515	11.3604737	5.804727174	12.20160079	9.338641379	12.67958068	9.999408113	12.45309307	10.85332666	7.123314479	11.85195249	6.941763127	8.976798554	10.56356357	10.59952064	11.87099625	6.351400465	8.386918593	11.01787714	13.69245957	12.33970062	10.02896572	9.482596544	13.50110314	9.689778512	11.33699317	8.414594491	8.867624948	5.855996541	7.80812533	6.848323031	7.261394827	8.410389139	11.57459873	9.997999889	9.751921858	10.32698342	7.665165406	10.53002394	11.88311066	9.69422707	12.70130161	11.70062543	10.32626478	11.89287916	13.06433575	11.17791247	9.184785244	9.051283771	11.44562631	8.056647068	11.17556989	12.68227898	11.91600685
X1_1_d.20	73	20	10.17812412	10.80642747	9.75619567	7.41730808	10.30811018	8.698969676	13.33333763	9.116426529	7.530281128	12.78316456	7.120572266	8.715335026	13.72417206	10.17522367	14.19491077	13.25688204	10.4239545	9.482343322	7.552574417	10.93293419	10.39927231	14.0013398	8.925100075	7.578655217	14.39658432	6.102649521	13.58632865	7.753609795	7.472063692	9.2809231	10.22675126	10.50551255	10.59508569	9.397934657	6.629535242	9.406852233	11.89544895	12.25710152	13.37952674	10.18385013	13.89632002	6.486751471	5.540782364	13.92307431	7.701371	13.64046804	11.38404973	11.41811685	6.179618275	11.29110004	9.98913757	13.00684988	10.00533188	10.64348098	7.176838251	6.827920687	11.71942644	9.917430537	8.363011424	10.38946339	10.56121904	12.03802351	6.534483875	9.287666965	8.463264682	13.92917602	13.10768328	10.63557822	9.516533283	13.30819001	11.02467988	10.22306325	8.559251947	10.73622484	5.874905555	7.969891918	7.742268582	6.525374117	8.470038133	12.05201137	8.705262606	9.458163609	9.587445225	9.406669058	11.67804242	10.99986438	8.408795758	13.08506721	12.74183916	7.916094965	11.92123	12.18234467	12.38499104	9.547291792	8.842936553	11.65006006	7.879905705	11.19146624	13.09202739	11.38968849
X1_1_d.30	73	30	10.29209071	10.56009945	9.040547869	7.563140595	10.49152172	8.018796494	13.20313633	8.974434856	7.685644616	12.26106908	6.971663447	9.436045109	14.11248533	10.20198836	14.47317559	13.11683851	10.87538429	8.896612953	7.348597036	10.49595729	10.45053975	13.76700679	9.173029202	7.655540278	14.43473331	5.743725565	14.22975762	7.302363599	8.519175743	9.598774304	10.09740586	10.55636258	10.63569087	9.530246954	6.797436584	9.381677442	11.91942058	12.20328792	12.98703974	10.26277025	14.12690244	6.768379722	5.870674844	13.96465625	7.949051858	13.88546063	11.47360657	11.33326281	6.530538263	10.91124455	9.953299674	12.98439024	9.802350205	8.293893035	7.440439295	6.741726223	11.78677696	9.955015361	8.278660479	10.0934132	10.39752478	12.10365902	6.276970492	9.735287529	8.707023116	13.96675267	13.40288765	10.88210032	9.346717206	12.94766429	11.92125312	9.818949551	8.674719537	11.57807707	5.627286828	8.161746996	8.42415254	6.483953567	8.767074457	12.33670405	8.806786611	9.659016981	10.15836219	9.099783064	12.6244649	10.48864724	8.113127175	12.99923616	13.22870014	8.027916602	11.7793023	11.96283292	12.90289565	9.648664394	9.067488307	11.38274209	7.80731938	11.26983933	12.87227934	11.46511579
